Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,final_label
6,8362715,12,7,1148,1581.0,677,0,95.666664,195.21892,1173,0,225.85715,430.0986,326.3294277038,2.2719894197,464595.28,1.2751111e+06,5445328.0,74.0,8362715.0,760246.8,1.5960558e+06,5445328.0,74.0,8259597.0,1.3765995e+06,2.100731e+06,5587270.0,98518.0,0,0,0,0,252,152,1.4349407,0.8370487,0,1173,136.45,292.32794,85455.63,0,0,1,1,0,0,0,1,0,143.63158,95.666664,225.85715,0,0,0,0,0,0,12,1148,7,1581,8192,62852,5,20,407012.0,0.0,407012.0,407012.0,5.445328e+06,0.0,5445328.0,5445328.0,Benign,Benign
6,1127,5,2,935,323.0,935,0,187.0,418.1447,323,0,161.5,228.3955,1116237.75,6211.18017578125,187.83333,210.88614,510.0,4.0,1127.0,281.75,395.6719,851.0,4.0,510.0,510.0,0.0,510.0,510.0,0,0,0,0,124,40,4436.557,1774.6229,0,935,157.25,333.9661,111533.36,0,0,1,1,0,0,0,1,0,179.71428,187.0,161.5,0,0,0,0,0,0,5,935,2,323,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,737,3,4,161,488.0,161,0,53.666668,92.95339,488,0,122.0,244.0,880597.014925373,9497.9647218453,122.833336,82.50919,221.0,0.0,402.0,201.0,103.23759,274.0,128.0,516.0,172.0,182.24434,363.0,0.0,0,0,0,0,72,92,4070.5564,5427.408,0,488,81.125,173.78758,30202.125,0,0,0,1,0,0,0,0,1,92.71429,53.666668,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,56862196,9,0,504,0.0,63,0,56.0,21.0,0,0,0.0,0.0,8.863533867,0.1582773905,7.1077745e+06,9.871278e+06,28543671.0,222769.0,56862196.0,7.1077745e+06,9.871278e+06,28543671.0,222769.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,180,0,0.15827739,0.0,0,63,50.4,26.563133,705.6,0,0,0,0,1,1,0,0,0,56.0,56.0,0.0,0,0,0,0,0,0,9,504,0,0,180,-1,8,20,6.912477e+06,0.0,6912477.0,6912477.0,1.6649906e+07,1.0900556e+07,28543671.0,7135688.0,Benign,Benign
6,17573,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,113.81095886230469,17573.0,0.0,17573.0,17573.0,17573.0,17573.0,0.0,17573.0,17573.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,113.81096,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk,DoS
6,5196460,8,5,316,3644.0,192,0,39.5,69.685005,1460,0,728.8,687.5996,762.0572466641,2.5017030825,433038.34,1.3227772e+06,4627301.0,1.0,5196460.0,742351.44,1.7168822e+06,4627301.0,16.0,246605.0,61651.25,71119.44,125697.0,1.0,0,0,0,0,172,112,1.5395095,0.9621935,0,1460,282.85715,516.8901,267175.38,0,0,1,1,0,0,0,1,0,304.6154,39.5,728.8,0,0,0,0,0,0,8,316,5,3644,8192,1026,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,4055572,13,8,1442,1731.0,725,0,110.92308,196.52203,1179,0,216.375,405.46478,782.3803893,5.178061196,202778.6,327267.38,948010.0,3.0,4055572.0,337964.34,436976.62,1247018.0,3.0,4029393.0,575627.56,517717.0,1244966.0,107623.0,0,0,0,0,272,172,3.2054665,1.9725947,0,1179,144.22728,283.77774,80529.805,0,0,1,1,0,0,0,1,0,151.09525,110.92308,216.375,0,0,0,0,0,0,13,1442,8,1731,8192,62558,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,1758896,3,4,20,964.0,20,0,6.6666665,11.547006,964,0,241.0,482.0,559.4418317,3.979769128,293149.34,717858.1,1758471.0,3.0,389.0,194.5,270.8219,386.0,3.0,1758891.0,586297.0,1.0151325e+06,1758471.0,29.0,0,0,0,0,72,92,1.7056153,2.2741537,0,964,123.0,339.8874,115523.43,0,0,1,1,0,0,0,1,1,140.57143,6.6666665,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP,DDoS
6,50851800,10,10,506,7589.0,198,0,50.6,78.189514,1460,0,758.9,735.5008,159.1880720053,0.3932997455,2.6764105e+06,1.1639282e+07,50740605.0,7.0,50851800.0,5.6502e+06,1.6928824e+07,50793726.0,46.0,98815.0,10979.444,18350.527,53234.0,21.0,0,0,0,0,212,212,0.19664988,0.19664988,0,1460,385.4762,615.96027,379407.06,0,0,0,1,0,0,0,0,1,404.75,50.6,758.9,0,0,0,0,0,0,10,506,10,7589,8192,62,4,20,111195.0,0.0,111195.0,111195.0,5.0740604e+07,0.0,50740605.0,50740605.0,Benign,Benign
17,61690,2,2,94,350.0,47,47,47.0,0.0,175,175,175.0,0.0,7197.2767061112,64.8403306857,20563.334,34942.98,60912.0,364.0,61276.0,61276.0,0.0,61276.0,61276.0,61326.0,61326.0,0.0,61326.0,61326.0,0,0,0,0,16,16,32.420166,32.420166,47,175,98.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,0,0,0,0,0,0,2,94,2,350,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
17,47378,2,2,64,176.0,32,32,32.0,0.0,88,88,88.0,0.0,5065.64228122757,84.4273713537929,15792.667,13665.0,24527.0,45.0,22806.0,22806.0,0.0,22806.0,22806.0,45.0,45.0,0.0,45.0,45.0,0,0,0,0,16,16,42.213684,42.213684,32,88,54.4,30.672462,940.8,0,0,0,0,0,0,0,0,1,68.0,32.0,88.0,0,0,0,0,0,0,2,64,2,176,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,471293,9,7,512,4472.0,194,0,56.88889,83.4827,1430,0,638.8571,695.62067,10575.162372452,33.9491568939,31419.533,54358.055,170054.0,14.0,471293.0,58911.625,63781.934,170054.0,35.0,206245.0,34374.168,53375.945,110988.0,20.0,0,0,0,0,192,152,19.096401,14.8527565,0,1430,293.17648,523.4494,273999.28,0,0,0,1,0,0,0,0,0,311.5,56.88889,638.8571,0,0,0,0,0,0,9,512,7,4472,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
17,321,1,1,33,49.0,33,33,33.0,0.0,49,49,49.0,0.0,255451.7134,6230.529595,321.0,0.0,321.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3115.265,3115.265,33,49,38.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,57.5,33.0,49.0,0,0,0,0,0,0,1,33,1,49,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,64402642,24,27,1756,23102.0,294,0,73.166664,89.65473,1460,0,855.62964,635.1394,385.9779541342,0.7918929786,1.2880529e+06,8.247902e+06,58405341.0,0.0,64402642.0,2.8001148e+06,1.2128111e+07,58405341.0,42.0,64340748.0,2.4746442e+06,1.1450021e+07,58572172.0,0.0,0,0,0,0,492,552,0.3726555,0.41923746,0,1460,478.03845,605.295,366382.03,0,0,0,1,0,0,0,0,1,487.41177,73.166664,855.62964,0,0,0,0,0,0,24,1756,27,23102,8192,72,12,20,5.935209e+06,0.0,5935209.0,5935209.0,5.840534e+07,0.0,58405341.0,58405341.0,Benign,Benign
6,331259,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.0751436187,110419.664,173696.95,310639.0,73.0,331259.0,165629.5,205177.64,310712.0,20547.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,40,9.056357,3.018786,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,28232828,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.070839521,2.82e+07,0.0,28200000.0,28200000.0,28200000.0,2.82e+07,0.0,28200000.0,28200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.070839524,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0.0,0.0,0.0,0.0,2.82e+07,0.0,28200000.0,28200000.0,DDoS attacks-LOIC-HTTP,DDoS
6,983356,7,5,364,582.0,103,0,52.0,49.217205,409,0,116.4,167.03532,962.0117231196,12.2031085385,89396.0,102121.4,196624.0,3.0,983356.0,163892.67,80301.19,199386.0,3.0,787650.0,196912.5,1210.3494,198620.0,195774.0,0,0,0,0,152,112,7.11848,5.0846286,0,409,72.76923,109.53322,11997.525,0,0,0,1,0,0,0,0,0,78.833336,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,257,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
17,28269,2,2,80,278.0,40,40,40.0,0.0,139,139,139.0,0.0,12664.04896,141.4977537,9423.0,15902.539,27784.0,28.0,27784.0,27784.0,0.0,27784.0,27784.0,28.0,28.0,0.0,28.0,28.0,0,0,0,0,16,16,70.74888,70.74888,40,139,79.6,54.224533,2940.3,0,0,0,0,0,0,0,0,1,99.5,40.0,139.0,0,0,0,0,0,0,2,80,2,278,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,7317,5,2,935,266.0,935,0,187.0,418.1447,266,0,133.0,188.09041,164138.3125,956.6762084960938,1219.5,2745.2441,6819.0,7.0,7317.0,1829.25,3504.2104,7084.0,7.0,6819.0,6819.0,0.0,6819.0,6819.0,0,0,0,0,124,40,683.34015,273.33606,0,935,150.125,330.51495,109240.125,0,0,1,1,0,0,0,1,0,171.57143,187.0,133.0,0,0,0,0,0,0,5,935,2,266,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,3937728,14,8,1441,1731.0,725,0,102.92857,191.14894,1179,0,216.375,405.46478,805.5406569474,5.5869780747,187510.86,268535.53,953330.0,38.0,3937728.0,302902.16,356481.28,1220600.0,42617.0,3856907.0,550986.7,361335.62,1029425.0,151969.0,0,0,0,0,292,172,3.5553496,2.0316284,0,1179,137.91304,278.8947,77782.266,0,0,1,1,0,0,0,1,0,144.18182,102.92857,216.375,0,0,0,0,0,0,14,1441,8,1731,8192,62559,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,3842710,10,8,1144,1640.0,677,0,114.4,209.89691,1173,0,205.0,402.54016,724.4887072,4.684194228,226041.77,376290.94,1344508.0,4.0,3842710.0,426967.78,501405.34,1344508.0,4.0,3658444.0,522634.84,609610.9,1721775.0,29000.0,0,0,0,0,224,172,2.6023302,2.081864,0,1173,146.52632,297.2022,88329.15,0,0,0,1,0,0,0,0,0,154.66667,114.4,205.0,0,0,0,0,0,0,10,1144,8,1640,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,1221501,3,4,20,964.0,20,0,6.6666665,11.547006,964,0,241.0,482.0,805.5662664,5.730654334,203583.5,498454.28,1221049.0,4.0,421.0,210.5,267.99347,400.0,21.0,1221494.0,407164.66,704844.56,1221049.0,27.0,0,0,0,0,72,92,2.4559946,3.2746596,0,964,123.0,339.8874,115523.43,0,0,1,1,0,0,0,1,1,140.57143,6.6666665,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP,DDoS
6,5771417,4,4,97,231.0,97,0,24.25,48.5,231,0,57.75,115.5,56.8317971133,1.386141393,824488.1,2.1541115e+06,5709279.0,40.0,62138.0,20712.666,35612.15,61834.0,106.0,5771259.0,1.923753e+06,3.3315902e+06,5770742.0,209.0,0,0,0,0,92,92,0.6930707,0.6930707,0,231,36.444443,79.69961,6352.028,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,3024,5,2,935,349.0,935,0,187.0,418.1447,349,0,174.5,246.78027,424603.1875,2314.814697265625,504.0,638.63135,1525.0,7.0,3024.0,756.0,854.27594,1525.0,7.0,1024.0,1024.0,0.0,1024.0,1024.0,0,0,0,0,124,40,1653.4392,661.3757,0,935,160.5,335.93027,112849.14,0,0,1,1,0,0,0,1,0,183.42857,187.0,174.5,0,0,0,0,0,0,5,935,2,349,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,266243,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.0238691721,88747.664,153614.16,266126.0,1.0,266243.0,133121.5,188260.81,266242.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,11.267901,3.7559674,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,1468034,3,4,20,964.0,20,0,6.6666665,11.547006,964,0,241.0,482.0,670.2842032,4.768281934,244672.33,599151.44,1467685.0,2.0,318.0,159.0,222.03152,316.0,2.0,1468030.0,489343.34,847268.75,1467685.0,24.0,0,0,0,0,72,92,2.0435493,2.7247326,0,964,123.0,339.8874,115523.43,0,0,1,1,0,0,0,1,1,140.57143,6.6666665,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP,DDoS
0,118911599,17,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1429633454,7.431975e+06,9.911206e+06,29950818.0,244771.0,118911599.0,7.431975e+06,9.911206e+06,29950818.0,244771.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.14296335,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,17,0,0,0,-1,-1,0,0,6.919865e+06,9.440008e+06,13594959.0,244771.0,1.7511978e+07,9.918253e+06,29950818.0,6872501.0,Benign,Benign
6,1109,5,2,935,291.0,935,0,187.0,418.1447,291,0,145.5,205.76807,1105500.5,6311.99267578125,184.83333,222.49442,572.0,6.0,1109.0,277.25,390.8251,843.0,6.0,572.0,572.0,0.0,572.0,572.0,0,0,0,0,124,40,4508.5664,1803.4265,0,935,153.25,331.88242,110145.93,0,0,1,1,0,0,0,1,0,175.14285,187.0,145.5,0,0,0,0,0,0,5,935,2,291,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,4376004,4,5,312,935.0,312,0,78.0,156.0,935,0,187.0,418.1447,284.9631652832031,2.056670904159546,547000.5,1.511235e+06,4286886.0,7.0,4343428.0,1.4478094e+06,2.4587642e+06,4286893.0,13298.0,4375997.0,1.0939992e+06,2.1287215e+06,4286893.0,61.0,0,0,0,0,136,168,0.914076,1.1425949,0,935,124.7,301.1216,90674.234,0,0,0,0,1,1,0,0,1,138.55556,78.0,187.0,0,0,0,0,0,0,4,312,5,935,225,237,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk,DoS
6,46727,3,4,437,859.0,437,0,145.66667,252.30206,859,0,214.75,429.5,27735.5704410726,149.8063218268,7787.8335,11871.873,23129.0,33.0,23333.0,11666.5,16257.092,23162.0,171.0,23598.0,7866.0,13369.22,23303.0,46.0,0,0,0,0,72,92,64.20271,85.603615,0,859,162.0,320.46796,102699.71,0,0,0,1,0,0,0,0,1,185.14285,145.66667,214.75,0,0,0,0,0,0,3,437,4,859,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
17,87861,1,1,39,55.0,39,39,39.0,0.0,55,55,55.0,0.0,1069.871729,22.76322828,87861.0,0.0,87861.0,87861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,11.381614,11.381614,39,55,44.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,66.5,39.0,55.0,0,0,0,0,0,0,1,39,1,55,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infilteration,Infiltration
6,115800940,28,37,610,32176.0,517,0,21.785715,97.67154,1460,0,869.62164,720.07434,283.1237812059,0.5613080516,1.8093898e+06,3.8214628e+06,10015871.0,1.0,115800940.0,4.2889235e+06,4.960105e+06,10046756.0,15.0,110639370.0,3.0733158e+06,4.691336e+06,10048056.0,1.0,0,0,0,0,572,884,0.24179424,0.31951383,0,1460,496.75757,686.47784,471251.8,0,0,0,1,0,0,0,0,1,504.4,21.785715,869.62164,0,0,0,0,0,0,28,610,37,32176,8192,1129,14,20,42526.168,35867.27,156420.0,32128.0,9.607551e+06,1.4102799e+06,10015871.0,5129311.0,Benign,Benign
6,4424009,5,4,935,391.0,935,0,187.0,418.1447,391,0,97.75,195.5,299.7281494140625,2.0343539714813232,553001.1,1.5270892e+06,4332251.0,4.0,4424009.0,1.1060022e+06,2.1508558e+06,4332255.0,23515.0,87849.0,29283.0,15238.882,44000.0,13571.0,0,0,0,0,168,136,1.1301966,0.9041573,0,935,132.6,307.54916,94586.49,0,0,0,0,1,0,0,0,0,147.33333,187.0,97.75,0,0,0,0,0,0,5,935,4,391,237,225,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,118152316,37,87,1022,111198.0,250,0,27.621622,63.841103,1460,0,1278.138,465.16464,949.7909461208,1.0494927581,960587.94,7.386756e+06,58220483.0,0.0,118152316.0,3.2820088e+06,1.3504023e+07,58220483.0,131.0,118075554.0,1.3729715e+06,8.824335e+06,58233712.0,0.0,0,0,0,0,752,1752,0.31315508,0.73633766,0,1460,897.76,696.5539,485187.34,0,0,0,1,0,0,0,0,2,905.0,27.621622,1278.138,0,0,0,0,0,0,37,1022,87,111198,8192,131,8,20,865000.5,1.1134775e+06,1652348.0,77653.0,5.8172356e+07,68063.27,58220483.0,58124227.0,Benign,Benign
6,16117,5,2,935,316.0,935,0,187.0,418.1447,316,0,158.0,223.44574,77619.90625,434.3240051269531,2686.1667,6322.1235,15589.0,6.0,16117.0,4029.25,7895.0464,15871.0,8.0,15589.0,15589.0,0.0,15589.0,15589.0,0,0,0,0,124,40,310.23145,124.092575,0,935,156.375,333.4786,111207.984,0,0,1,1,0,0,0,1,0,178.71428,187.0,158.0,0,0,0,0,0,0,5,935,2,316,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,86059343,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0232397777,8.605934e+07,0.0,86059343.0,86059343.0,86059343.0,8.605934e+07,0.0,86059343.0,86059343.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023239778,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62560,-1,0,20,0.0,0.0,0.0,0.0,8.605934e+07,0.0,86059343.0,86059343.0,Benign,Benign
6,19589168,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.102097241,1.96e+07,0.0,19600000.0,19600000.0,19600000.0,1.96e+07,0.0,19600000.0,19600000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.10209724,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,1.96e+07,0.0,19600000.0,19600000.0,DDoS attacks-LOIC-HTTP,DDoS
6,6062255,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6598204793,2.0207516e+06,3.4668058e+06,6023813.0,49.0,6062255.0,3.0311275e+06,4.2322965e+06,6023813.0,38442.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,28,0.49486536,0.16495512,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,4380,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,823,3,4,161,488.0,161,0,53.666668,92.95339,488,0,122.0,244.0,788578.37181045,8505.467800729,137.16667,91.13378,287.0,29.0,480.0,240.0,147.07822,344.0,136.0,536.0,178.66667,167.1237,359.0,29.0,0,0,0,0,72,92,3645.2004,4860.267,0,488,81.125,173.78758,30202.125,0,0,0,1,0,0,0,0,1,92.71429,53.666668,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,1863041,7,7,1148,1581.0,677,0,164.0,238.31631,1173,0,225.85715,430.0986,1464.809416,7.51459576,143310.84,252243.16,953112.0,105.0,1863041.0,310506.84,413657.4,1154868.0,138678.0,1722936.0,287156.0,327061.53,953112.0,140089.0,0,0,0,0,152,152,3.757298,3.757298,0,1173,181.93333,327.27588,107109.49,0,0,1,1,0,0,0,1,1,194.92857,164.0,225.85715,0,0,0,0,0,0,7,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,1922605,10,7,672,301.0,187,0,67.2,68.07806,197,0,43.0,74.66815,506.084193061,8.8421698685,120162.81,257777.42,1045697.0,4.0,1922605.0,213622.78,345363.78,1110153.0,4.0,876822.0,146137.0,168305.7,479275.0,238.0,0,0,0,0,212,152,5.2012763,3.6408935,0,197,54.055557,68.88564,4745.232,0,0,1,1,0,0,0,1,0,57.235294,67.2,43.0,0,0,0,0,0,0,10,672,7,301,8192,63328,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,22533,5,2,935,336.0,935,0,187.0,418.1447,336,0,168.0,237.58788,56406.16015625,310.6554870605469,3755.5,8945.985,22015.0,5.0,22533.0,5633.25,11100.257,22283.0,5.0,22015.0,22015.0,0.0,22015.0,22015.0,0,0,0,0,124,40,221.89677,88.75871,0,935,158.875,334.9181,112170.125,0,0,1,1,0,0,0,1,0,181.57143,187.0,168.0,0,0,0,0,0,0,5,935,2,336,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
17,2599,1,1,48,121.0,48,48,48.0,0.0,121,121,121.0,0.0,65025.0096190843,769.5267410543,2599.0,0.0,2599.0,2599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,384.76337,384.76337,48,121,72.333336,42.14657,1776.3334,0,0,0,0,0,0,0,0,1,108.5,48.0,121.0,0,0,0,0,0,0,1,48,1,121,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,85915630,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.023278651,8.59e+07,0.0,85900000.0,85900000.0,85900000.0,8.59e+07,0.0,85900000.0,85900000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023278652,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62560,-1,0,20,0.0,0.0,0.0,0.0,8.59e+07,0.0,85900000.0,85900000.0,Benign,Benign
17,54826,2,2,108,270.0,54,54,54.0,0.0,135,135,135.0,0.0,6894.5390872944,72.9580855798,18275.334,18279.156,36969.0,441.0,54385.0,54385.0,0.0,54385.0,54385.0,37410.0,37410.0,0.0,37410.0,37410.0,0,0,0,0,16,16,36.479042,36.479042,54,135,86.4,44.36553,1968.3,0,0,0,0,0,0,0,0,1,108.0,54.0,135.0,0,0,0,0,0,0,2,108,2,270,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,54703221,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.036560918,5.47e+07,0.0,54700000.0,54700000.0,54700000.0,5.47e+07,0.0,54700000.0,54700000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.03656092,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,251372,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.9563356301,251372.0,0.0,251372.0,251372.0,251372.0,251372.0,0.0,251372.0,251372.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,7.9563355,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,16384,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
6,4490249,5,4,935,688.0,935,0,187.0,418.1447,344,0,172.0,198.60849,361.44989013671875,2.004343271255493,561281.1,1.4471749e+06,4135446.0,6.0,4490249.0,1.1225622e+06,2.0137025e+06,4135453.0,21.0,319995.0,106665.0,147043.25,274619.0,1117.0,0,0,0,0,168,136,1.113524,0.8908192,0,935,162.3,306.863,94164.9,0,0,0,0,1,0,0,0,0,180.33333,187.0,172.0,0,0,0,0,0,0,5,935,4,688,219,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Benign
